__fact_key__,institution,period,publisher,journal_full_title,doi,is_hybrid,country,euro
INSERM,INSERM,2017,Public Library of Science (PLoS),PLOS ONE,10.1371/journal.pone.0174783,FALSE,FRA,1495
INSERM,INSERM,2017,Springer Nature,Scientific Reports,10.1038/srep45907,FALSE,FRA,1305
INSERM,INSERM,2017,Springer Nature,Respiratory Research,10.1186/s12931-017-0533-x,FALSE,FRA,2115
INSERM,INSERM,2017,"MedCrave Group, LLC",Advances in Ophthalmology & Visual System,10.15406/aovs.2017.07.00209,FALSE,FRA,699
INSERM,INSERM,2017,Wiley-Blackwell,Biometrical Journal,10.1002/bimj.201600084,TRUE,FRA,3600
INSERM,INSERM,2017,Oxford University Press (OUP),Biostatistics,10.1093/biostatistics/kxx059,TRUE,FRA,1638
INSERM,INSERM,2017,Springer Nature,BMC Medical Informatics and Decision Making,10.1186/s12911-017-0537-y,FALSE,FRA,1800
INSERM,INSERM,2017,Frontiers Media SA,Frontiers in Immunology,10.3389/fimmu.2017.00950,FALSE,FRA,2490
INSERM,INSERM,2017,Frontiers Media SA,Frontiers in Physiology,10.3389/fphys.2017.00267,FALSE,FRA,1515
INSERM,INSERM,2017,Frontiers Media SA,Frontiers in Physiology,10.3389/fphys.2017.00338,FALSE,FRA,2116.5
INSERM,INSERM,2017,Oxford University Press (OUP),GigaScience,10.1093/gigascience/gix099,FALSE,FRA,1614
INSERM,INSERM,2017,JMIR Publications Inc.,JMIR Public Health and Surveillance,10.2196/publichealth.6577,FALSE,FRA,1605
INSERM,INSERM,2017,Wiley-Blackwell,Journal of Cellular and Molecular Medicine,10.1111/jcmm.13255,FALSE,FRA,1880
INSERM,INSERM,2017,American Society for Clinical Investigation,JCI Insight,10.1172/jci.insight.88689,FALSE,FRA,3000
INSERM,INSERM,2017,Sciaccess Publishers LLC,Journal of Rare Diseases Research & Treatment,10.29245/2572-9411/2017/5.1122,FALSE,FRA,1100
INSERM,INSERM,2017,Oxford University Press (OUP),JNCI Journal of the National Cancer Institute,10.1093/jnci/djx123,TRUE,FRA,3120
INSERM,INSERM,2017,Public Library of Science (PLoS),PLOS ONE,10.1371/journal.pone.0185319,FALSE,FRA,1495
INSERM,INSERM,2017,Springer Nature,Scientific Reports,10.1038/srep45407,FALSE,FRA,1305
INSERM,INSERM,2017,Springer Nature,Scientific Reports,10.1038/s41598-017-07329-y,FALSE,FRA,1305
INSERM,INSERM,2017,Springer Nature,Scientific Reports,10.1038/s41598-017-14848-1,FALSE,FRA,1305
INSERM,INSERM,2017,SAGE Publications,Statistical Methods in Medical Research,10.1177/0962280217726803,TRUE,FRA,2162.27
INSERM,INSERM,2017,Springer Nature,BMC Genomics,10.1186/s12864-017-3561-5,FALSE,FRA,1538.25
INSERM,INSERM,2017,Oxford University Press (OUP),Nucleic Acids Research,10.1093/nar/gkx506,FALSE,FRA,2130
INSERM,INSERM,2017,Springer Nature,Oncogenesis,10.1038/oncsis.2017.88,FALSE,FRA,2800
INSERM,INSERM,2017,"Impact Journals, LLC",OncoTarget,10.18632/oncotarget.15469,FALSE,FRA,2850
INSERM,INSERM,2017,Springer Nature,Scientific Reports,10.1038/s41598-017-09353-4,FALSE,FRA,1305
INSERM,INSERM,2017,EMBO,EMBO Molecular Medicine,10.15252/emmm.201606975,FALSE,FRA,3300
INSERM,INSERM,2017,Elsevier BV,Journal of Controlled Release,10.1016/j.jconrel.2017.04.042,TRUE,FRA,3139.71
INSERM,INSERM,2017,Springer Nature,Nature Communications,10.1038/ncomms16031,FALSE,FRA,3700
INSERM,INSERM,2017,"Impact Journals, LLC",OncoTarget,10.18632/oncotarget.20469,FALSE,FRA,3400
INSERM,INSERM,2017,"Impact Journals, LLC",OncoTarget,10.18632/oncotarget.20923,FALSE,FRA,3400
INSERM,INSERM,2017,Public Library of Science (PLoS),PLOS ONE,10.1371/journal.pone.0169988,FALSE,FRA,1495
INSERM,INSERM,2017,Springer Nature,Scientific Reports,10.1038/srep44976,FALSE,FRA,1305
INSERM,INSERM,2017,Springer Nature,BMC Cancer,10.1186/s12885-017-3318-1,FALSE,FRA,1800
INSERM,INSERM,2017,Springer Nature,BMC Medical Research Methodology,10.1186/s12874-017-0354-0,FALSE,FRA,1745
INSERM,INSERM,2017,Springer Nature,BMC Public Health,10.1186/s12889-017-4191-1,FALSE,FRA,1800
INSERM,INSERM,2017,American Association for Cancer Research (AACR),Cancer Epidemiology Biomarkers & Prevention,10.1158/1055-9965.epi-16-1030,TRUE,FRA,2822.71
INSERM,INSERM,2017,Wiley-Blackwell,Cancer Medicine,10.1002/cam4.1186,FALSE,FRA,1510
INSERM,INSERM,2017,Hindawi Publishing Corporation,Computational and Mathematical Methods in Medicine,10.1155/2018/1672176,FALSE,FRA,1480.89
INSERM,INSERM,2017,Japan Epidemiological Association,Journal of Epidemiology,10.2188/jea.je20160166,FALSE,FRA,908.68
INSERM,INSERM,2017,Elsevier BV,Kidney International Reports,10.1016/j.ekir.2017.08.010,FALSE,FRA,1435.29
INSERM,INSERM,2017,Public Library of Science (PLoS),PLOS ONE,10.1371/journal.pone.0173893,FALSE,FRA,1420.55
INSERM,INSERM,2017,Public Library of Science (PLoS),PLOS ONE,10.1371/journal.pone.0173595,FALSE,FRA,1495
INSERM,INSERM,2017,Public Library of Science (PLoS),PLOS ONE,10.1371/journal.pone.0180191,FALSE,FRA,1495
INSERM,INSERM,2017,Springer Nature,Scientific Reports,10.1038/srep45772,FALSE,FRA,1305
INSERM,INSERM,2017,EMBO,EMBO Molecular Medicine,10.15252/emmm.201707988,FALSE,FRA,3300
INSERM,INSERM,2017,American Society for Clinical Investigation,Journal of Clinical Investigation,10.1172/jci85057,FALSE,FRA,3500
INSERM,INSERM,2017,Springer Nature,Scientific Reports,10.1038/s41598-017-01324-z,FALSE,FRA,1305
INSERM,INSERM,2017,Frontiers Media SA,Frontiers in Human Neuroscience,10.3389/fnhum.2017.00132,FALSE,FRA,2116.5
INSERM,INSERM,2017,Frontiers Media SA,Frontiers in Neuroinformatics,10.3389/fninf.2017.00060,FALSE,FRA,1245
INSERM,INSERM,2017,Elsevier BV,NeuroImage Clinical,10.1016/j.nicl.2017.04.018,FALSE,FRA,1412.87
INSERM,INSERM,2017,Public Library of Science (PLoS),PLOS ONE,10.1371/journal.pone.0185262,FALSE,FRA,1495
INSERM,INSERM,2017,Springer Nature,Scientific Reports,10.1038/srep42071,FALSE,FRA,1305
INSERM,INSERM,2017,Springer Nature,Scientific Reports,10.1038/s41598-017-13662-z,FALSE,FRA,1305
INSERM,INSERM,2017,Springer Nature,Scientific Reports,10.1038/srep45136,FALSE,FRA,1305
INSERM,INSERM,2017,American Society of Hematology,Blood Advances,10.1182/bloodadvances.2016002360,FALSE,FRA,2946.9
INSERM,INSERM,2017,Elsevier BV,Clinical Immunology,10.1016/j.clim.2017.05.006,TRUE,FRA,3408.82
INSERM,INSERM,2017,Frontiers Media SA,Frontiers in Immunology,10.3389/fimmu.2017.01721,FALSE,FRA,1820.19
INSERM,INSERM,2017,Springer Nature,Scientific Reports,10.1038/s41598-017-16328-y,FALSE,FRA,1305
INSERM,INSERM,2017,BMJ,Archives of Disease in Childhood - Fetal and Neonatal Edition,10.1136/archdischild-2017-313697,TRUE,FRA,2800
INSERM,INSERM,2017,Springer Nature,BMC Pregnancy and Childbirth,10.1186/s12884-017-1310-z,FALSE,FRA,1745
INSERM,INSERM,2017,Springer Nature,BMC Public Health,10.1186/s12889-017-4875-6,FALSE,FRA,1745
INSERM,INSERM,2017,BMJ,BMJ Open,10.1136/bmjopen-2017-017462,FALSE,FRA,1106.67
INSERM,INSERM,2017,BMJ,BMJ Open,10.1136/bmjopen-2017-017425,FALSE,FRA,1450
INSERM,INSERM,2017,BMJ,BMJ Open,10.1136/bmjopen-2017-018587,FALSE,FRA,1425
INSERM,INSERM,2017,Public Library of Science (PLoS),PLOS ONE,10.1371/journal.pone.0176464,FALSE,FRA,1345.74
INSERM,INSERM,2017,Public Library of Science (PLoS),PLOS ONE,10.1371/journal.pone.0172871,FALSE,FRA,1495
INSERM,INSERM,2017,Public Library of Science (PLoS),PLOS ONE,10.1371/journal.pone.0188332,FALSE,FRA,1495
INSERM,INSERM,2017,Springer Nature,Scientific Reports,10.1038/s41598-017-07358-7,FALSE,FRA,1305
INSERM,INSERM,2017,SAGE Publications,Therapeutic Advances in Gastroenterology,10.1177/1756283x17746625,FALSE,FRA,1689.73
INSERM,INSERM,2017,Ovid Technologies (Wolters Kluwer Health),Pediatric Critical Care Medicine,10.1097/pcc.0000000000000914,TRUE,FRA,4036.36
INSERM,INSERM,2017,Public Library of Science (PLoS),PLOS ONE,10.1371/journal.pone.0186087,FALSE,FRA,1495
INSERM,INSERM,2017,Springer Nature,Molecular Neurodegeneration,10.1186/s13024-017-0225-5,FALSE,FRA,1844.25
INSERM,INSERM,2017,Springer Nature,Scientific Reports,10.1038/srep43927,FALSE,FRA,1305
INSERM,INSERM,2017,Springer Nature,Scientific Reports,10.1038/s41598-017-09126-z,FALSE,FRA,1305
INSERM,INSERM,2017,Springer Nature,Scientific Reports,10.1038/s41598-017-17963-1,FALSE,FRA,1305
INSERM,INSERM,2017,Springer Nature,BMC Health Services Research,10.1186/s12913-017-2602-8,FALSE,FRA,1483.25
INSERM,INSERM,2017,Wiley-Blackwell,Sociology of Health & Illness,10.1111/1467-9566.12620,TRUE,FRA,2667
INSERM,INSERM,2017,Frontiers Media SA,Frontiers in Microbiology,10.3389/fmicb.2017.00203,FALSE,FRA,1150
INSERM,INSERM,2017,Elsevier BV,Journal of Cystic Fibrosis,10.1016/j.jcf.2017.11.003,TRUE,FRA,2960.29
INSERM,INSERM,2017,Springer Nature,Nature Communications,10.1038/ncomms15463,FALSE,FRA,3700
INSERM,INSERM,2017,Springer Nature,Scientific Reports,10.1038/s41598-017-01866-2,FALSE,FRA,1305
INSERM,INSERM,2017,Frontiers Media SA,Frontiers in Immunology,10.3389/fimmu.2017.01837,FALSE,FRA,2116.5
INSERM,INSERM,2017,Ferrata Storti Foundation (Haematologica),Haematologica,10.3324/haematol.2016.151621,FALSE,FRA,1500
INSERM,INSERM,2017,MDPI AG,International Journal of Molecular Sciences,10.3390/ijms18102129,FALSE,FRA,1800
INSERM,INSERM,2017,Springer Nature,Nature Communications,10.1038/s41467-017-00294-0,FALSE,FRA,3700
INSERM,INSERM,2017,Public Library of Science (PLoS),PLOS ONE,10.1371/journal.pone.0173815,FALSE,FRA,1495
INSERM,INSERM,2017,Public Library of Science (PLoS),PLOS ONE,10.1371/journal.pone.0188718,FALSE,FRA,1495
INSERM,INSERM,2017,Springer Nature,Scientific Reports,10.1038/srep34935,FALSE,FRA,1165
INSERM,INSERM,2017,Springer Nature,Scientific Reports,10.1038/s41598-017-08516-7,FALSE,FRA,1305
INSERM,INSERM,2017,MDPI AG,Cancers,10.3390/cancers9080100,FALSE,FRA,850
INSERM,INSERM,2017,MDPI AG,Cancers,10.3390/cancers9120161,FALSE,FRA,700
INSERM,INSERM,2017,Ferrata Storti Foundation (Haematologica),Haematologica,10.3324/haematol.2017.171645,FALSE,FRA,1600
INSERM,INSERM,2017,Ovid Technologies (Wolters Kluwer Health),Medicine,10.1097/md.0000000000008705,FALSE,FRA,1550
INSERM,INSERM,2017,Springer Nature,Nature Communications,10.1038/s41467-017-01948-9,FALSE,FRA,3700
INSERM,INSERM,2017,Springer Nature,Nature Communications,10.1038/s41467-017-02358-7,FALSE,FRA,3700
INSERM,INSERM,2017,Oxford University Press (OUP),Nucleic Acids Research,10.1093/nar/gkw1280,FALSE,FRA,2130
INSERM,INSERM,2017,Springer Nature,Oncogene,10.1038/onc.2017.376,TRUE,FRA,2700
INSERM,INSERM,2017,"Impact Journals, LLC",OncoTarget,10.18632/oncotarget.13660,FALSE,FRA,2850
INSERM,INSERM,2017,"Impact Journals, LLC",OncoTarget,10.18632/oncotarget.16680,FALSE,FRA,2850
INSERM,INSERM,2017,"Impact Journals, LLC",OncoTarget,10.18632/oncotarget.17274,FALSE,FRA,2850
INSERM,INSERM,2017,"Impact Journals, LLC",OncoTarget,10.18632/oncotarget.20372,FALSE,FRA,2850
INSERM,INSERM,2017,IOP Publishing,Physics in Medicine and Biology,10.1088/1361-6560/62/5/1885,TRUE,FRA,1950
INSERM,INSERM,2017,Springer Nature,BMC Public Health,10.1186/s12889-017-4562-7,FALSE,FRA,1845.9
INSERM,INSERM,2017,Frontiers Media SA,Frontiers in Immunology,10.3389/fimmu.2017.00123,FALSE,FRA,2359.4
INSERM,INSERM,2017,Elsevier BV,Cell Reports,10.1016/j.celrep.2017.10.111,FALSE,FRA,4485.3
INSERM,INSERM,2017,EMBO,EMBO Molecular Medicine,10.15252/emmm.201607176,FALSE,FRA,2640
INSERM,INSERM,2017,Frontiers Media SA,Frontiers in Immunology,10.3389/fimmu.2017.00679,FALSE,FRA,2490
INSERM,INSERM,2017,Frontiers Media SA,Frontiers in Immunology,10.3389/fimmu.2017.01254,FALSE,FRA,2116.5
INSERM,INSERM,2017,Springer Nature,Nature Communications,10.1038/s41467-017-00695-1,FALSE,FRA,3700
INSERM,INSERM,2017,Elsevier BV,EBioMedicine,10.1016/j.ebiom.2017.11.003,FALSE,FRA,2691.18
INSERM,INSERM,2017,Elsevier BV,EBioMedicine,10.1016/j.ebiom.2017.07.007,FALSE,FRA,2691.18
INSERM,INSERM,2017,Elsevier BV,EBioMedicine,10.1016/j.ebiom.2017.05.029,FALSE,FRA,2691.18
INSERM,INSERM,2017,Elsevier BV,EBioMedicine,10.1016/j.ebiom.2017.12.003,FALSE,FRA,2691.18
INSERM,INSERM,2017,Frontiers Media SA,Frontiers in Immunology,10.3389/fimmu.2016.00501,FALSE,FRA,2116.5
INSERM,INSERM,2017,"Impact Journals, LLC",OncoTarget,10.18632/oncotarget.10914,FALSE,FRA,2850
INSERM,INSERM,2017,Public Library of Science (PLoS),PLOS ONE,10.1371/journal.pone.0185504,FALSE,FRA,1495
INSERM,INSERM,2017,Dove Medical Press Ltd.,"Drug Design, Development and Therapy",10.2147/dddt.s153095,FALSE,FRA,1998
INSERM,INSERM,2017,Frontiers Media SA,Frontiers in Cellular and Infection Microbiology,10.3389/fcimb.2017.00148,FALSE,FRA,2116.5
INSERM,INSERM,2017,Frontiers Media SA,Frontiers in Immunology,10.3389/fimmu.2017.00879,FALSE,FRA,2116.5
INSERM,INSERM,2017,American Society for Microbiology,mBio,10.1128/mbio.00674-17,FALSE,FRA,2450
INSERM,INSERM,2017,Public Library of Science (PLoS),PLOS Neglected Tropical Diseases,10.1371/journal.pntd.0006089,FALSE,FRA,2250
INSERM,INSERM,2017,Springer Nature,Scientific Reports,10.1038/s41598-017-16869-2,FALSE,FRA,1305
INSERM,INSERM,2017,Frontiers Media SA,Frontiers in Endocrinology,10.3389/fendo.2017.00120,FALSE,FRA,1615
INSERM,INSERM,2017,Public Library of Science (PLoS),PLOS ONE,10.1371/journal.pone.0184237,FALSE,FRA,1495
INSERM,INSERM,2017,American Society of Hematology,Blood Advances,10.1182/bloodadvances.2017007773,FALSE,FRA,2604.38
INSERM,INSERM,2017,Elsevier BV,Cell Systems,10.1016/j.cels.2017.01.014,TRUE,FRA,4485.3
INSERM,INSERM,2017,"eLife Sciences Publications, Ltd",eLife,10.7554/elife.26423,FALSE,FRA,2500
INSERM,INSERM,2017,American Society for Clinical Investigation,Journal of Clinical Investigation,10.1172/jci93542,FALSE,FRA,4500
INSERM,INSERM,2017,Public Library of Science (PLoS),PLOS Pathogens,10.1371/journal.ppat.1006353,FALSE,FRA,2020.62
INSERM,INSERM,2017,Public Library of Science (PLoS),PLOS Pathogens,10.1371/journal.ppat.1006774,FALSE,FRA,2250
INSERM,INSERM,2017,Springer Nature,Scientific Reports,10.1038/srep37651,FALSE,FRA,1398
INSERM,INSERM,2017,Springer Nature,Scientific Reports,10.1038/srep40791,FALSE,FRA,1165
INSERM,INSERM,2017,EMBO,EMBO Molecular Medicine,10.15252/emmm.201707795,FALSE,FRA,3300
INSERM,INSERM,2017,Frontiers Media SA,Frontiers in Immunology,10.3389/fimmu.2017.01052,FALSE,FRA,2490
INSERM,INSERM,2017,Public Library of Science (PLoS),PLOS ONE,10.1371/journal.pone.0183243,FALSE,FRA,1495
INSERM,INSERM,2017,Springer Nature,Cell Death and Disease,10.1038/cddis.2016.429,FALSE,FRA,2600
INSERM,INSERM,2017,Elsevier BV,Cell Reports,10.1016/j.celrep.2017.08.087,FALSE,FRA,4485.3
INSERM,INSERM,2017,Springer Nature,Nature Communications,10.1038/ncomms15839,FALSE,FRA,3700
INSERM,INSERM,2017,Springer Nature,Nature Communications,10.1038/s41467-017-01126-x,FALSE,FRA,3700
INSERM,INSERM,2017,"Impact Journals, LLC",OncoTarget,10.18632/oncotarget.17482,FALSE,FRA,2626.46
INSERM,INSERM,2017,"Impact Journals, LLC",OncoTarget,10.18632/oncotarget.20468,FALSE,FRA,3400
INSERM,INSERM,2017,Springer Nature,Scientific Reports,10.1038/s41598-017-05052-2,FALSE,FRA,1305
INSERM,INSERM,2017,OMICS Publishing Group,Bioenergetics Open Access,10.4172/2167-7662.1000144,FALSE,FRA,3519
INSERM,INSERM,2017,Springer Nature,Scientific Reports,10.1038/srep45668,FALSE,FRA,1305
INSERM,INSERM,2017,Springer Nature,Scientific Reports,10.1038/s41598-017-11157-5,FALSE,FRA,1305
INSERM,INSERM,2017,Frontiers Media SA,Frontiers in Immunology,10.3389/fimmu.2017.01216,FALSE,FRA,1816.02
INSERM,INSERM,2017,Public Library of Science (PLoS),PLOS ONE,10.1371/journal.pone.0180236,FALSE,FRA,1495
INSERM,INSERM,2017,BMJ,RMD Open,10.1136/rmdopen-2017-000492,FALSE,FRA,1800
INSERM,INSERM,2017,Springer Nature,Alzheimer's Research & Therapy,10.1186/s13195-017-0288-0,FALSE,FRA,1825
INSERM,INSERM,2017,Wiley-Blackwell,Journal of the American Heart Association,10.1161/jaha.117.007062,FALSE,FRA,1364
INSERM,INSERM,2017,Public Library of Science (PLoS),PLOS ONE,10.1371/journal.pone.0166207,FALSE,FRA,1495
INSERM,INSERM,2017,Public Library of Science (PLoS),PLOS ONE,10.1371/journal.pone.0171760,FALSE,FRA,1495
INSERM,INSERM,2017,Public Library of Science (PLoS),PLOS ONE,10.1371/journal.pone.0167062,FALSE,FRA,1495
INSERM,INSERM,2017,Public Library of Science (PLoS),PLOS ONE,10.1371/journal.pone.0174678,FALSE,FRA,1495
INSERM,INSERM,2017,Springer Nature,Annals of Intensive Care,10.1186/s13613-017-0261-x,FALSE,FRA,905.08
INSERM,INSERM,2017,Springer Nature,Critical Care,10.1186/s13054-016-1580-2,FALSE,FRA,1895.5
INSERM,INSERM,2017,Frontiers Media SA,Frontiers in Physiology,10.3389/fphys.2017.00949,FALSE,FRA,2116.5
INSERM,INSERM,2017,Elsevier BV,Kidney International Reports,10.1016/j.ekir.2017.10.013,FALSE,FRA,574.12
INSERM,INSERM,2017,Public Library of Science (PLoS),PLOS ONE,10.1371/journal.pone.0173201,FALSE,FRA,1495
INSERM,INSERM,2017,Springer Nature,Scientific Reports,10.1038/srep40156,FALSE,FRA,1165
INSERM,INSERM,2017,Springer Nature,Scientific Reports,10.1038/s41598-017-07922-1,FALSE,FRA,1305
INSERM,INSERM,2017,Hindawi Publishing Corporation,BioMed Research International,10.1155/2017/7989180,FALSE,FRA,2000
INSERM,INSERM,2017,Frontiers Media SA,Frontiers in Endocrinology,10.3389/fendo.2017.00076,FALSE,FRA,1615
INSERM,INSERM,2017,Frontiers Media SA,Frontiers in Neuroscience,10.3389/fnins.2017.00078,FALSE,FRA,2116.5
INSERM,INSERM,2017,Frontiers Media SA,Frontiers in Neuroscience,10.3389/fnins.2017.00051,FALSE,FRA,2116.5
INSERM,INSERM,2017,Frontiers Media SA,Frontiers in Pharmacology,10.3389/fphar.2017.00138,FALSE,FRA,2116.5
INSERM,INSERM,2017,Springer Nature,Scientific Reports,10.1038/s41598-017-05617-1,FALSE,FRA,1305
INSERM,INSERM,2017,Elsevier BV,JACC Basic to Translational Science,10.1016/j.jacbts.2017.06.005,FALSE,FRA,3050
INSERM,INSERM,2017,Springer Nature,BMC Health Services Research,10.1186/s12913-017-2155-x,FALSE,FRA,1800
INSERM,INSERM,2017,Springer Nature,BMC Medical Research Methodology,10.1186/s12874-016-0278-0,FALSE,FRA,1800
INSERM,INSERM,2017,MDPI AG,International Journal of Environmental Research and Public Health,10.3390/ijerph14030325,FALSE,FRA,1600
INSERM,INSERM,2017,Public Library of Science (PLoS),PLOS ONE,10.1371/journal.pone.0148750,FALSE,FRA,1350
INSERM,INSERM,2017,Elsevier BV,Epilepsy & Behavior Case Reports,10.1016/j.ebcr.2016.12.002,FALSE,FRA,448.53
INSERM,INSERM,2017,MDPI AG,Genes,10.3390/genes8110309,FALSE,FRA,800
INSERM,INSERM,2017,Springer Nature,Scientific Reports,10.1038/s41598-017-18080-9,FALSE,FRA,1305
INSERM,INSERM,2017,MDPI AG,International Journal of Molecular Sciences,10.3390/ijms17111941,FALSE,FRA,1600
INSERM,INSERM,2017,Springer Nature,Scientific Reports,10.1038/srep42182,FALSE,FRA,1305
INSERM,INSERM,2017,Springer Nature,Scientific Reports,10.1038/s41598-017-07638-2,FALSE,FRA,1305
INSERM,INSERM,2017,Springer Nature,Human Genomics,10.1186/s40246-017-0103-9,FALSE,FRA,1750.75
INSERM,INSERM,2017,Remedy Publications,Journal of Respiratory Medicine and Lung Disease,NA,FALSE,FRA,1565.2
INSERM,INSERM,2017,Shared Science Publishers OG,Microbial Cell,10.15698/mic2017.09.590,FALSE,FRA,501.5
INSERM,INSERM,2017,Springer Nature,Nature Communications,10.1038/ncomms16043,FALSE,FRA,3700
INSERM,INSERM,2017,Public Library of Science (PLoS),PLOS ONE,10.1371/journal.pone.0173822,FALSE,FRA,1424.1
INSERM,INSERM,2017,Public Library of Science (PLoS),PLOS ONE,10.1371/journal.pone.0187774,FALSE,FRA,1302.9
INSERM,INSERM,2017,Ovid Technologies (Wolters Kluwer Health),Neurology Genetics,10.1212/nxg.0000000000000166,FALSE,FRA,500
INSERM,INSERM,2017,Wiley-Blackwell,Pharmacology Research & Perspectives,10.1002/prp2.315,FALSE,FRA,1460
INSERM,INSERM,2017,Public Library of Science (PLoS),PLOS Medicine,10.1371/journal.pmed.1002270,FALSE,FRA,2900
INSERM,INSERM,2017,Public Library of Science (PLoS),PLOS ONE,10.1371/journal.pone.0171048,FALSE,FRA,1495
INSERM,INSERM,2017,Oxford University Press (OUP),Human Molecular Genetics,10.1093/hmg/ddx106,TRUE,FRA,2450
INSERM,INSERM,2017,Springer Nature,Cell Death and Differentiation,10.1038/cdd.2017.96,TRUE,FRA,2700
INSERM,INSERM,2017,Springer Nature,Nature Communications,10.1038/s41467-017-01358-x,FALSE,FRA,3700
INSERM,INSERM,2017,Elsevier BV,Cell Reports,10.1016/j.celrep.2017.12.013,FALSE,FRA,4485.3
INSERM,INSERM,2017,Oxford University Press (OUP),Cerebral Cortex,10.1093/cercor/bhx174,TRUE,FRA,4474
INSERM,INSERM,2017,Wiley-Blackwell,European Journal of Neuroscience,10.1111/ejn.13766,TRUE,FRA,2500
INSERM,INSERM,2017,Springer Nature,Scientific Reports,10.1038/s41598-017-10544-2,FALSE,FRA,1305
INSERM,INSERM,2017,Frontiers Media SA,Frontiers in Neuroscience,10.3389/fnins.2017.00059,FALSE,FRA,2490
INSERM,INSERM,2017,Elsevier BV,NeuroImage Clinical,10.1016/j.nicl.2017.05.004,FALSE,FRA,1412.87
INSERM,INSERM,2017,Elsevier BV,NeuroImage Clinical,10.1016/j.nicl.2017.11.024,FALSE,FRA,1412.87
INSERM,INSERM,2017,Springer Nature,Scientific Reports,10.1038/srep37953,FALSE,FRA,1165
INSERM,INSERM,2017,"Impact Journals, LLC",OncoTarget,10.18632/oncotarget.18031,FALSE,FRA,2850
INSERM,INSERM,2017,Public Library of Science (PLoS),PLOS ONE,10.1371/journal.pone.0179011,FALSE,FRA,1495
INSERM,INSERM,2017,Springer Nature,Journal of Neurodevelopmental Disorders,10.1186/s11689-017-9194-9,FALSE,FRA,1695.75
INSERM,INSERM,2017,Springer Nature,Molecular Psychiatry,10.1038/mp.2017.39,TRUE,FRA,2600
INSERM,INSERM,2017,"Impact Journals, LLC",OncoTarget,10.18632/oncotarget.21337,FALSE,FRA,2850
INSERM,INSERM,2017,Public Library of Science (PLoS),PLOS ONE,10.1371/journal.pone.0181340,FALSE,FRA,1495
INSERM,INSERM,2017,Optical Society of America (OSA),Biomedical Optics Express,10.1364/boe.8.001665,FALSE,FRA,1611.79
INSERM,INSERM,2017,Oxford University Press (OUP),International Journal of Neuropsychopharmacology,10.1093/ijnp/pyw077,FALSE,FRA,1700
INSERM,INSERM,2017,Hindawi Publishing Corporation,BioMed Research International,10.1155/2018/7380389,FALSE,FRA,1720
INSERM,INSERM,2017,Elsevier BV,Cell Reports,10.1016/j.celrep.2016.11.012,FALSE,FRA,4509.8
INSERM,INSERM,2017,Frontiers Media SA,Frontiers in Immunology,10.3389/fimmu.2017.01590,FALSE,FRA,2116.5
INSERM,INSERM,2017,American Society for Clinical Investigation,Journal of Clinical Investigation,10.1172/jci92876,FALSE,FRA,4500
INSERM,INSERM,2017,Informa UK Limited,Journal of Oral Microbiology,10.1080/20002297.2017.1334503,FALSE,FRA,2310
INSERM,INSERM,2017,"Impact Journals, LLC",OncoTarget,10.18632/oncotarget.15540,FALSE,FRA,2850
INSERM,INSERM,2017,"Impact Journals, LLC",OncoTarget,10.18632/oncotarget.22150,FALSE,FRA,3400
INSERM,INSERM,2017,Frontiers Media SA,Frontiers in Immunology,10.3389/fimmu.2017.01010,FALSE,FRA,2116.5
INSERM,INSERM,2017,Wiley-Blackwell,Molecular Oncology,10.1002/1878-0261.12103,FALSE,FRA,2705
INSERM,INSERM,2017,Public Library of Science (PLoS),PLOS ONE,10.1371/journal.pone.0179913,FALSE,FRA,1495
INSERM,INSERM,2017,Springer Nature,Scientific Reports,10.1038/srep41125,FALSE,FRA,1165
INSERM,INSERM,2017,Elsevier BV,Stem Cell Reports,10.1016/j.stemcr.2017.10.030,FALSE,FRA,3500
INSERM,INSERM,2017,Springer Nature,Nature Communications,10.1038/s41467-017-00655-9,FALSE,FRA,3700
INSERM,INSERM,2017,Springer Nature,BMC Medical Research Methodology,10.1186/s12874-017-0382-9,FALSE,FRA,1800
INSERM,INSERM,2017,BMJ,BMJ,10.1136/bmj.j3776,TRUE,FRA,3299.68
INSERM,INSERM,2017,Springer Nature,Critical Care,10.1186/s13054-017-1755-5,FALSE,FRA,2285
INSERM,INSERM,2017,Oxford University Press (OUP),Open Forum Infectious Diseases,10.1093/ofid/ofw235,FALSE,FRA,1625
INSERM,INSERM,2017,Public Library of Science (PLoS),PLOS Neglected Tropical Diseases,10.1371/journal.pntd.0005389,FALSE,FRA,2250
INSERM,INSERM,2017,Public Library of Science (PLoS),PLOS ONE,10.1371/journal.pone.0172809,FALSE,FRA,1495
INSERM,INSERM,2017,Public Library of Science (PLoS),PLOS ONE,10.1371/journal.pone.0180888,FALSE,FRA,1495
INSERM,INSERM,2017,Public Library of Science (PLoS),PLOS ONE,10.1371/journal.pone.0182191,FALSE,FRA,1495
INSERM,INSERM,2017,Frontiers Media SA,Frontiers in Immunology,10.3389/fimmu.2017.00544,FALSE,FRA,875
INSERM,INSERM,2017,Frontiers Media SA,Frontiers in Psychology,10.3389/fpsyg.2017.01331,FALSE,FRA,2116.5
INSERM,INSERM,2017,Public Library of Science (PLoS),PLOS Biology,10.1371/journal.pbio.2000698,FALSE,FRA,865.29
INSERM,INSERM,2017,Elsevier BV,Stem Cell Research,10.1016/j.scr.2017.01.008,FALSE,FRA,1695.44
